순번	구분	기관명	채용유형	직렬태그	모집직렬_원문	인원	대상	학교장추천	추천마감	접수시작	접수마감	상태	필기일	면접일	최종발표	전형절차	필기과목	가점·자격	성적요건	공고링크	관련서류	출처	비고
	확인필요	한국국토정보공사	정규직,무기계약직,청년인턴(채용형)	시설	건설	296	졸업생	미표기		2019-04-09	2019-04-26					1. 역량기반 지원서 접수 2. 1차(필기전형) : 직무지식검사, 직업기초능력 3. 2차(면접전형) : 역량면접 4. 최종 합격자 발표 5. 채용후보자 등록 6. 임용		ㅇ 채용우대제도 적용방법 - 채용우대제도는 합격자 중 채용목표비율에 미달하는 경우 모집인원 외로 추가로 합격, 단 공사가 정한 채용합격 하한선에 미달하는 경우는 제외 ㅇ 양성평등채용목표제 20% ㅇ 이전 지역(전북)인재 채용목표제 23% 취업지원가점, 자격가점, 경력가점		www.lx.or.kr/lx/news/notice.jsp?mode=view&article_no=143404&board_wrapper=%2Flx%2Fnews%2Fnotice.jsp&pager.offset=0&board_no=1	https://job.alio.go.kr/recruitview.do?idx=171858	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주 / 응시자격:  ㅇ (블라인드 채용) 학력, 전공, 성별, 연령, 어학성적 제한 없음. * 단, 18세 미만자, 공사 정년(60세) 초과자 제외 ㅇ (근무기준) 임용예정일(2019. 6. 17.) 이후 전일 근무가 가능한 자 ㅇ (중복지원) 채용직렬 및 채용분야를 달리하여 중복 지원 불가 ㅇ (병역) 남성의 경우 병역을 필하였거나 면제
	확인필요	(주)한국가스기술공사	정규직,무기계약직	시설;기계;전기;전자	경영.회계.사무,경비.청소,건설,기계,전기.전자	135	졸업생	미표기		2019-04-22	2019-05-07					○ 1차(서류전형) : 필수자격요건 보유 여부 확인(적,부) ※ 경비직의 경우 서류평가(100%), 8배수 선발 ○ 2차(필기전형) : 직무전공(100%), 직업기초능력(적,부), 인성검사(적,부), 2~8배수 선발 ○ 3차(면접전형) : 면접점수(100%), 1배수 선발 ※ 경비직의 경우, 면접전형(100%), 인성검사(적,부) 실시 ※ 일반직 최종합격자는 직무전공(30%), 면접전형(70%) 점수 합산하여 결정 ※ 임용예정일 : 2019.6.30(일), 수습기간 운영		○ 「국가유공자등예우및지원에관한법률」에 의한 취업보호대상자 ○ 「장애인고용촉진및직업재활법」에 의한 장애인으로 등록된 자 ○ 토플, 토익, 텝스, 오픽, 토익스피킹 기준 점수 이상인 자 ○ 해당 업무 관련 경력 보유자 ○ 직무분야 관련 전공 및 학사학위 이상 취득한 자(정비, 6급2) ○ 전공자 중 특성화고, 마이스터고 졸업자(7급) ○ 직무 관련 자격증 취득자 ○ 대전, 세종 거주자(경비직) ○ 「고용상 연령차별금지 및 고령자고용촉진에 관한 법률」에 의한 고령자 및 준고령자(경비직) 취업보호대상자, 장애인		kogastech.career.co.kr	https://job.alio.go.kr/recruitview.do?idx=183136	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸,대졸(4년) (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,전북,전남,경북,제주 / 응시자격: ○ 임용일 기준 만 58세 미초과자 ※ 경비직의 경우 임용일 기준 만60세 미초과자 ○ 병역필 또는 면제자 ※ 7급(고졸)의 경우 병역미필자도 응시 가능 ○ 임용일부터 근무가 가능한 자 ○ 우리 공사 인사규정에 의한 채용 결격사유가 없는 자 ○ 각 채용분야 중복지원 불가 ○ 허위학력 기재 발견 시에 합격 취소 ○ 지역제한
	확인필요	한전원자력연료주식회사	청년인턴(채용형)	기계;전기;전자;시설	사업관리,경영.회계.사무,보건.의료,기계,전기.전자,정보통신,환경.에너지.안전,연구	36	졸업생	미표기		2019-04-23	2019-05-07					1. 1차전형(서류전형) 가. 평가요소 : 자격사항, 어학사항, 경험 및 경력사항 등(직종별 상이) 나. 선발방법 : 평가요소별 점수, 가점의 합산 고득점자 순 다. 선발배수 : 채용예정인원의 20배수 2. 2차전형(필기전형) 가. 평가요소 : NCS직업기초능력평가, 인성검사 나. 선발방법 : NCS직업기초능력평가 점수, 가점의 합산 고득점자 순 및 인성검사 적·부판정 다. 선발배수 : 채용예정인원의 5배수 3. 3차전형(면접전형) 가. 평가요소 : 개별면접 및 집단토론면접(생산/행정기술 분야는 집단토론면접 미실시) 나. 선발방법 : NCS직업기초능력평가 점수(30%), 면접전형 점수(70%), 가점의 합산 고득점자 순 다. 선발배수 : 채용예정인원의 1배수 4. 최종(신체검사 및 신원조사) : 적·부 판정 ※ 신입직원은 채용형 인턴으로 선발하며, 인턴 3개월 근무 후 근무평정 결과에 따라 정규직 전환 여부 결정		1. 장애인 : 전형단계별 만점의 10%가점 2. 취업지원대상자 : 대상자 구분군의 가점비율에 따라 전형 단계별 만점의 5% 또는 10% 가점 3. 저소득계층 : 서류전형 시 만점의 5% 가점(단, 기초생활수급자증명서 또는 차상위계층확인서 발급 대상자에 한함) ※상기 사항에 대해 가점이 중복될 경우, 상위 가점 1개만 적용 장애인, 취업지원대상자, 저소득계층		knfc.trns.kr	https://job.alio.go.kr/recruitview.do?idx=172839	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸,박사 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 대전,충남 / 응시자격: 1. 학력사항 가. 사무, 기술분야 : 제한없음 나. 연구분야 (1) 학력무관 : 채용분야별 관련학과 전공자 또는 해당분야 국가기술자격증 보유자 (2) 박사 : 채용분야 관련학과 박사학위 소지자 다. 생산기술분야 : 최종학력이 고졸에 한함 라. 행정기술분야 (1) 간호 : 제한없음 (2) 시간선택제 : 최종학력이 고졸에
	확인필요	울산항만공사	정규직,무기계약직	기계;전자	경영.회계.사무,운전.운송,정보통신	4	확인필요	미표기		2019-04-25	2019-05-09					○ 응시→서류전형(적격자 전원 선발)→필기전형(모집분야별 선발인원의 5배수 선발)→면접전형(모집분야별 선발인원의 1배수 선발)→수습임용(신체검사/신원조회 적격자)→배치/평가(수습 3개월)→정규직(일반직/무기계약직) 임용 * 모집 분야별 면접대상자는 필기시험 합격선 동점자 발생 시에는 변동될 수 있음		무기계약직: 장애인(※ 상세내용은 채용공고문 참조) 무기계약직: 장애인(채용공고문 참조)		pa.career.co.kr/	https://job.alio.go.kr/recruitview.do?idx=173058	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 울산 / 응시자격: <공통자격> ○ 연령·성별·학력 제한 없음(단, 임용예정일 기준 공사 정년 만 60세 미만 자) ○ 남성은 병역필 또는 면제자(*고졸의 경우 병역 미필자도 응시 가능) ※ 단, 현역의 경우 수습임용 예정일('19.6.26.) 이전에 전역 가능 자 응시 가능 ○ 울산항만공사 인사규정 제13조에 따른 채용 결격사유가 없는 자
	확인필요	한국석유공사	정규직	기계;전기;전자	기계,전기.전자	7	공통	미표기		2019-04-29	2019-05-20					○ 5단계 전형(1차 서류, 2차 필기, 3차 직무면접 및 어학, 4차 종합면접, 5차 신체검사 및 제출서류 진위 검증) 실시 ○ 1차(서류전형) : - ○ 2차(필기전형) : 5배수, 직무수행능력 평가(30%), 직업기초능력 검사(30%), 공통역량(인성) 검사(적·부), 자격 및 가점 심사 ○ 3차(직무면접 및 어학전형) : 3배수, 직무면접(20%), OPIc(10%) ○ 4차(종합면접전형) : 1배수, 종합면접(10%) ○ 5차(신체검사/신원조회/제출서류 진위검증) : 신체검사(적·부), 신원조회(적·부), 증빙서류 진위검증(적·부) ※ 전형절차/방법과 관련하여 반드시 채용공고문을 확인하여 주시기 바랍니다.		<가점사항> ○ 중복 적용 가능하며, 입사지원 시, 가점사항 항목 선택(체크) 및 해당번호 입력(오타 등 조회 불가시 미적용)하며, 최고 가점 1개 적용 ○ 가점은 만점 기준으로 ‘장애인’의 경우 매 전형단계별 10% 적용, 그 외 가점은 1차 전형에만 만점 기준으로 가산하여 적용 <우대사항> ○ 취업보호대상자 가점 : 관련 법령에 의거, 최소모집 단위별 선발예정 인원이 3인 이하인 경우 가점 적용 불가하여 해당 분야 없으나, 합격자 처리 기준에 우선순위에 반영 『국가보훈처 「취업지원 업무처리지침」제41조의 3』 <동점자 처리기준> - 1차 및 2차 전형 동점자 전원 합격 * 환산성적은 소수점 셋째자리에서 반올림 - 최종합격예정자 : 국가유공자 → 장애인 → 자격증소지자 → 1차전형 직무수행능력 고득점자 → 2차전형 OPIc 결과 → 당공사 직원 순 ※ 가점과 관련된 사항은 반드시 채용공고문을 확인하여 주시기 바랍니다. 장애인/고용디딤돌/자격증		www.knoc.co.kr	https://job.alio.go.kr/recruitview.do?idx=173246	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 중졸이하,고졸 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 울산,경기,전남,경남 / 응시자격: <공통자격> ○ 정부「공공기관의 혁신에 관한 지침」고졸채용 우대 정책을 반영하여 고졸 적합 직무에 해당하는 신입 8급의 지원가능 학력기준은 아래와 같음 - 최종학력이 고등학교 졸업자(졸업예정자)이거나 고등학교 검정고시 합격자 및 대학중퇴자로서, 관련분야 기능사 자격증 이상 소지자 - 대학 중퇴자의 경우 대학 재학 중 장학
	확인필요	한국수력원자력(주)	정규직	시설;기계;전기;전자	사업관리,경영.회계.사무,건설,기계,화학,전기.전자,환경.에너지.안전	168	졸업생	미표기		2019-05-13	2019-05-23					1. 일반대졸, 사회형평, 보훈특별 가. 1차 전형 : NCS직무역량검사(100점), 가점(2~10점) 나. 2차 전형 : 면접[직업기초능력(40점), 직무수행능력(30점), 관찰(30점)], 가점(2 ~10점) ※ 인성검사, 심리건강진단 적격자에 한해 면접 시행 다. 최종합격자 결정 : 신원조사, 신체검사, 비위면직자 조회 결과 적격자 ※ 기타 자세한 사항은 첨부파일 참조 2. 해외원전 가. 1차 전형 : 직무적성검사(100점), 가점(2~10점) 나. 2차 전형 : 면접[직업기초능력(40점), 영어집단면접(30점), 관찰(30점)], 가점(2 ~10점) ※ 인성검사, 심리건강진단 적격자에 한해 면접 시행 다. 최종합격자 결정 : 신원조사, 신체검사, 비위면직자 조회 결과 적격자 ※ 기타 자세한 사항은 첨부파일 참조 ※ 전형단계별 선발예정 배수 - 1차 전형 : 최종 선발예정인원의 3배수 - 2차 전형 : 최종 선발예정인원의 1배수 - 최종 합격자결정 : 최종 선발예정인원의 1배수[신체검사,신원조사 및 비위면직자 조회(적부판정)] ※ 수습기간(약 3개월) 종료와 동시에 적격여부 판정 후 정규직원 자격 부여		1. 일반대졸, 보훈특별 - 장애인, 취업지원대상자, 기초생활수급자, 발전소 주변지역 주민 및 방폐장유치지역 가점 해당자 - 고급자격 및 면허 ○사무: 변호사(대한변호사), 변리사, 공인회계사(KICPA), 세무사, 노무사, 감정평가사 ○기술: 변리사, 해당모집분야 기술사 - 영어스피킹 성적 - 체험형인턴(장애인 전형) 수료자(수료시점 이후 3년간 1회에 한하여 가점적용) 2. 사회형평 - 장애인, 취업지원대상자, 기초생활수급자, 발전소 주변지역 주민 및 방폐장유치지역 가점 해당자 - 고급자격 및 면허 : 변리사, 해당모집분야 기술사 - 영어스피킹 성적 - 체험형인턴(장애인 전형) 수료자(수료시점 이후 3년간 1회에 한하여 가점적용) 3. 해외원전 - 장애인, 취업지원대상자, 기초생활수급자, 발전소 주변지역 주민 및 방폐장유치지역 가점 해당자 - 고급자격 및 면허 : 국내변리사, 국내기술사 - 영어스피킹 성적 - 체험형인턴(장애인 전형) 수료자(수료시점 이후 3년간 1회에 한하여 가점적용) 장애인, 취업지원대상자, 기초생활수급자, 발전소 주변지역 주민 및 방폐장유치지역 가점 해당자		www.khnp.co.kr/RECU_NEW	https://job.alio.go.kr/recruitview.do?idx=173958	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,중졸이하,고졸,대졸(2~3년),대졸(4년) (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 부산,울산,강원,전남,경북,해외 / 응시자격: 1. 일반대졸 가.학력 - 사무 : 제한 없음 - 기술 : 응시분야별 관련학과 전공자 또는 관련 산업기사 이상 국가기술자격증, 면허 보유자 나. 병역 - 군필 또는 면제자(2차전형 면접 시작일 전까지 전역 가능한 자 포함) - 단, 최종학력이 고졸인 자는 미필자도 지원가능(고졸은 병역필 한 후 인재개발원 입교 가능) 다.
	확인필요	한국토지주택공사	비정규직	시설;기계;전기;전자	경영.회계.사무,건설,기계,전기.전자	26	공통	미표기		2019-05-14	2019-05-26					서류전형(1차심사) - 서류 심사점수 합계 고득점자 순으로 선발 - 평가기준 : 입사지원서, 자기소개서 - 평가요소 : 자기소개(30), 지원동기(30), 경력/경험(40) - 선발인원 : 52명 이내(채용인원의 2배수) - 동 점 자 : 전원합격 - 선정자 발표 및 면접안내 : 05.31(금) 17:00 이후 개별통보 면접전형(2차심사) - 서류전형 합격자에 한하여 면접전형 실시 - 면접점수 합계 고득점자 순으로 선발 - 평가기준 : 면접위원 면접점수 - 평가요소 : 의사소통(30), 문제해결(40), 조직적응력(30) - 합격인원 : 26명 - 예비합격자 : 3인(순위확정 선발) - 동 점 자 : 서류전형우수자 등에 따름 - 최종 선정자 발표 : 06.05(수) 17:00 이후 개별통보		해당없음 해당없음		www.lh.or.kr/lh_offer/intro/int6300_view.asp?bd_idx=2546&sViewMode=PV&sViewVal=P9nlk5dnL64IxPKctwK72Q==	https://job.alio.go.kr/recruitview.do?idx=173914	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(2~3년),대졸(4년) (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 경기 / 응시자격: 주택매입, 상담·홍보 ㅇ 우대사항 : 운전면허 소지자, 공인중개사 주택조사, 시공확인 ㅇ 자격요건 : 운전면허(2종보통 이상) 소지자로서 아래자격 중 1개 이상에 해당하는 자 - 전문분야(건축, 기계, 전기) 관련 4년제 대학 졸업자 및 졸업예정자(4학년) - 전문분야(건축, 기계, 전기) 관련 2년제 이상 대학 졸업자로
	확인필요	한국철도공사	정규직,청년인턴(체험형)	기계;시설;전기;전자	경영.회계.사무,운전.운송,영업판매,건설,기계,전기.전자,정보통신	1730	공통	미표기		2019-05-20	2019-06-02					1. 접수기간 : 2019. 6. 3.(월), 14:00 ~ 6. 5.(수), 14:00 까지 온라인 접수 2. 선발일정 ○ 원서접수 : ’19.6. 3.(월) 14:00～6. 5.(수), 14:00 【’19.6.17.(월) 서류적격자 발표】 ※ 필기시험 수험번호 및 장소 안내 : ’19.7.1.(월), 14:00 ○ 필기시험 : ’19. 7. 20.(토), 5개 권역별 시행 【’19.7.30.(화) 합격자 발표】 ※ 5개 권역 : 수도권, 중부권, 충청권, 영남권, 호남권 ※ 필기시험 인원에 따라 일부 인원은 권역을 달리하여 필기시험 장소가 지정될 수 있음 ○ 면접시험 및 인성역량평가 : ’19.8.19.(월) ～ 8.23.(금) 【’19.9.5.(목) 합격자 발표】 ※ 사무영업 수송분야 실기시험 : ’19.8.13.(화) ※ 면접은 개인별 각 1일 시행 ○ 철도적성검사 : 개인별 1일간 철도적성검사 시행(철도인재개발원, 경기 의왕) ○ 신체검사는 개별검사를 시행하고 결과 제출(별도 공지) ○ 신입사원 임용 전 교육 : 합격자에 한해 별도 통보 ※ 면접시험 합격 후 ’19.9월 ～ 11월 중 시행 ※ 공사 사정에 따라 교육일정은 변경될 수 있음 ※ 임용 전		1. 국가유공자등예우및지원에관한법률에 의한 취업지원대상자(5점, 10점) 2. 장애인고용촉진및직업재활법에서 정한 장애인(5점) * 장애인복지법 시행령 제2조에 따른 장애인 기준에 해당하는 자 * 국가유공자 등 예우 및 지원에 관한 법률 시행령 제14조제3항에 따른 상이등급 기준에 해당하는 자 3. 공통직무 및 해당직무의 기능사 이상 자격증 소지자(총 2개) ☞【붙임6】 ※ 예) (공통직무1, 해당직무 1), (공통직무 2), (해당직무 2) * 기능사 1개당 1점, 산업기사 1개당 2점, 기사 1개당 3점, 기능장 1개당 4점, 기술사 1개당 5점, (자격증 가산점은 2개 합산 시 최대 8점까지 인정) ※ 같은 종별의 자격증은 1개만 인정함(가장 높은 자격증 기입) * 예) 한국사 1급, 한국사 2급, 한국사 3급 소지 시 1개만 인정 4.‘18년 코레일 체험형인턴 수료자 중 운전분야 구간인증자(2점) * 운전분야 지원자에 한하며, 정규직 채용시 2회에 한해 2점 가점 부여 국가유공자, 장애인 및 관련자격증 소지자, '18년 체험형인턴 수료자 중 운전분야 구간인증자		www.korail.com	https://job.alio.go.kr/recruitview.do?idx=174385	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남 / 응시자격: □ 일반공채 1. 공사 채용 결격사유에 해당되지 않는 자 ☞【붙임5】 2. ’19.9.16일부터 근무가 가능한 자 3. 남성의 경우 군필 또는 면제자에 한함 4. ’19.9.16일 기준 만 18세 미만자 및 정년(만 60세) 초과자는 지원할 수 없음 (①～④ 조건에 모두 적합해야 지원가능) □ 고졸공채 1. 공사 채용 결
	확인필요	한국개발연구원	청년인턴(체험형)	전기;전자	경영.회계.사무,전기.전자,정보통신,연구	3	확인필요	미표기		2019-05-22	2019-06-05					1차 서류심사(3~10배수 합격) → 2차 면접심사 → 최종합격		보훈대상자 및 장애인, 지역인재는 관계법령에 따라 우대함 국가유공자, 보훈대상자, 장애인, 취업보호대상자		www.kdi.re.kr/news/recruit_view.jsp?pp=10&idx=67&pg=1	https://job.alio.go.kr/recruitview.do?idx=174529	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸,대졸(4년) (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 세종 / 응시자격: - 경제정보센터 인턴 1명/경제·사회교육/모집분야 관련 학사학위 또는 취득예정자, 온라인 홍보 경험자 우대 - 공공투자관리센터 인턴 1명/행정·법률·경영/모집분야 관련 학사학위 또는 취득예정자 - 중앙전산실 인턴 1명/전산장비 관리 및 운용/모집분야 관련 학사학위 또는 취득예정자 우대, 고등학교 졸업 이상
	확인필요	한국직업능력연구원	무기계약직	기계	운전.운송	1	졸업생	미표기		2019-05-21	2019-06-05					ㅇ서류심사(평균 60점 이상인 자 중 고득점자 순. 채용예정인원의 10배수 이내 선발) ㅇ필기시험(인성검사. 인성검사 결과 P인 자로 채용예정인원의 5배수 이내 선발. 단, 인성검사 P인자가 채용예정인원의 5배수 초과 시 서류심사결과 고득점자 순으로 5배수 이내 선발) ㅇ면접시험(평균 60점 이상인 자) ㅇ최종 합격후보자는 면접전형 점수 60점 이상인 자 중 고득점자 순(채용예정인원의 1배수 선발)		ㅇ관련 법령에 따른 장애인 및 취업지원대상자(보훈) 가점 우대 ㅇ관련 법령에 따른 세종시 지역인재(세종시 소재 대학(대학원 제외) 또는 고등학교(최종학력이 고졸인 경우) 졸업자) 가점 우대 ㅇ관련 법령에 따른 청년층(2019.7.8.기준 15세 이상 34세 이하) 우대 ※ 공공기관 블라인드 채용 가이드라인상 입사지원서 인적사항 요구 금지 예외사항으로서, 사회형평적 채용을 위해 필요한 경우에는 입사지원서에 요구 가능 국가유공자, 보훈대상자, 장애인, 지역인재		www.krivet.re.kr/ku/ea/kuDEBVw.jsp?pgn=1&gk=&gv=&gn=H1-H120100255	https://job.alio.go.kr/recruitview.do?idx=174429	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 고졸 / 근무지: 세종 / 응시자격: ㅇ업무직(임원기사): 고등학교 졸업 이상자이고, 1종 보통 운전면허 소지자로서 유사 운전 관련 업무 2년 이상 유경력자(임원수행, 기관 차량 운행자 우대) ㅇ주요업무를 수행할 수 있는 지식 및 기술, 태도 보유자(‘직무설명서’ 참조) ㅇ성별 및 연령 무관(단, 연령은 기관 정년기준 적용) ㅇ남자의 경우 병역필 또는 면제자
	확인필요	해양환경공단	정규직	기계;시설	사업관리,경영.회계.사무,운전.운송,건설,환경.에너지.안전	24	확인필요	미표기		2019-05-23	2019-06-07					1차) 서류전형 - 심사방법 : 적격검사(자격기준 충족여부 등)를 통해 적격자 전원을 필기시험 대상자로 선정 2차) 필기시험 - 심사방법 : NCS 기반 필기시험을 통해 면접시험 대상자 선정(채용 예정인원의 5배수) 3차) 인성검사 - 심사방법 : On-line 인성검사를 실시하고, 면접시 참고자료로 활용 4차) 면접시험 - 심사방법 : NCS 기반 면접시험 2회(대면면접, 토론면접) 실시, 합계 고득점자 순으로 최종합격자 선정		- 장애인 및 저소득층 : 만점의 5% - 보훈대상자 : 만점의 5~10% 장애인, 저소득층, 보훈		koem.recruitcenter.kr	https://job.alio.go.kr/recruitview.do?idx=174590	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 서울,부산,인천,울산,경기,강원,충남,전북,전남,경북,경남,제주 / 응시자격: - 일반직 6급(일반행정) : 무관 - 일반직 6급(해양정화 안전) : 산업안전기사 이상 자격증 소지자 - 일반직 6급(해양정화 환경) : 해양환경기사 이상 자격증 소지자 - 일반직 6급(해양정화 토목) : 토목기사 이상 자격증 소지자 - 일반직 7급(선박관리) : 고졸자로서 해기사(항해사 또는 기관사) 5급 이상 소지자
	확인필요	주식회사 에스알	청년인턴(체험형),청년인턴(채용형)	기계;전기;전자	사업관리,경영.회계.사무,운전.운송,기계,전기.전자	63	확인필요	미표기		2019-05-31	2019-06-09					서류전형 -> NCS필기전형 -> 면접전형 -> 인턴사원 합격 - 서류전형 : 40배수 / 100 + 가산점 / 가산점은 가장 유리한 가산점 1개만 적용 - NCS필기전형 : 3배수 / 직업기초능력평가+SR일반상식, 직무수행능력평가 - 면접전형 및 인성검사 : 1배수 / 100+가산점 / AI 면접 40점, 평가위원 60 점		- 법정 : 국가유공자취업지원대상자 : 만점의 5% 또는 10% 가점 - 정책 : 장애인고용촉진법 장애인 : 만점의 5% 가점 국가유공자, 장애인		https://www.srail.co.kr/hpg/hba/01/view.do?anncNo=26&pageId=KR0604000000	https://job.alio.go.kr/recruitview.do?idx=190764	공공데이터 오픈API(2026-08-27 수집)	🔵 잡알리오 신규 — 시트 반영 검토 필요 / 학력요건: 학력무관,고졸 (고졸 지원 가능, 타 학력과 병행 선발) / 근무지: 서울,부산,광주,경기 / 응시자격: -일반공채 : 학력에 대해 별도 제한 없음 -제한경쟁 : 국가유공자, 고졸제한 -병역 : 병역 필 또는 면제자, 병역법 제76조에서 정한 병역의무 불이행 사실이 없는 자
